WKT,nama,deskripsi
"POLYGON ((106.7982589 -6.2145709, 106.798216 -6.2150828, 106.7982589 -6.2157654, 106.7983877 -6.2169173, 106.798216 -6.2179413, 106.7983877 -6.2193491, 106.7983877 -6.2205437, 106.7990743 -6.2212263, 106.8002759 -6.2215676, 106.8018209 -6.2221649, 106.8029796 -6.2226768, 106.8038808 -6.2235301, 106.8045246 -6.2248099, 106.8053829 -6.224298, 106.8063699 -6.2234447, 106.807357 -6.2229328, 106.808344 -6.2223355, 106.8090307 -6.2216956, 106.808344 -6.2209703, 106.8083011 -6.2197758, 106.808344 -6.2186665, 106.8083869 -6.2171307, 106.8082153 -6.2157654, 106.8069278 -6.2156801, 106.8059408 -6.2155948, 106.8061124 -6.2147842, 106.8062841 -6.213035, 106.8056833 -6.2131203, 106.8033229 -6.213547, 106.8018209 -6.2138456, 106.7998039 -6.2141442, 106.7982589 -6.2145709))",Gelora Bung Karno,
