WKT,nama,deskripsi
"POLYGON ((106.8233382 -6.1714271, 106.8232523 -6.1722804, 106.8231665 -6.1728778, 106.8231236 -6.1736458, 106.8231236 -6.1746271, 106.8232094 -6.1754804, 106.8231665 -6.1762057, 106.8232094 -6.1769311, 106.8230807 -6.1775284, 106.8229519 -6.1782537, 106.8231236 -6.1791924, 106.8230378 -6.1797897, 106.8233382 -6.180387, 106.8241536 -6.180387, 106.8250977 -6.180387, 106.8263852 -6.1803017, 106.8273722 -6.1803444, 106.8282305 -6.180387, 106.8289172 -6.1804297, 106.8296467 -6.1804297, 106.8302905 -6.1803444, 106.8311917 -6.1803017, 106.8311488 -6.180003, 106.8311917 -6.1794484, 106.8311917 -6.178851, 106.8303763 -6.1782964, 106.8299042 -6.1775711, 106.8299042 -6.1767177, 106.8299901 -6.1757364, 106.8299901 -6.1750538, 106.8299901 -6.1743284, 106.8299471 -6.1734324, 106.8294751 -6.1732191, 106.8289601 -6.1729204, 106.8292605 -6.1722378, 106.8293463 -6.1716831, 106.8288743 -6.1715551, 106.8281018 -6.1714698, 106.8272006 -6.1714698, 106.8261277 -6.1714271, 106.8252264 -6.1714271, 106.8243252 -6.1714271, 106.8233382 -6.1714271))",Taman Monas,
