WKT,nama,deskripsi
"POLYGON ((106.8161787 -6.3050216, 106.8160499 -6.3056188, 106.8163718 -6.3061733, 106.8168653 -6.3070051, 106.8166937 -6.3076663, 106.816007 -6.3079862, 106.8157281 -6.308562, 106.815771 -6.3095005, 106.8158354 -6.3102682, 106.8164362 -6.3107375, 106.8171443 -6.3106735, 106.8171657 -6.3110574, 106.817273 -6.3114839, 106.8176378 -6.3115692, 106.817552 -6.3120598, 106.8176163 -6.3128702, 106.8176378 -6.3134034, 106.8176807 -6.3140219, 106.8174018 -6.3142778, 106.8167366 -6.3142992, 106.8162216 -6.3142992, 106.8164766 -6.3154348, 106.816305 -6.3163732, 106.8163479 -6.3168424, 106.8172491 -6.317013, 106.8182791 -6.3173116, 106.8190087 -6.317269, 106.8205107 -6.3176102, 106.8213261 -6.3176529, 106.8221415 -6.3174396, 106.8235148 -6.3176102, 106.8241156 -6.3176955, 106.8247164 -6.3179088, 106.824931 -6.317141, 106.8251455 -6.3163732, 106.825403 -6.3155201, 106.8255318 -6.3147097, 106.8251455 -6.3142405, 106.8247164 -6.3138566, 106.8246306 -6.3130888, 106.8253601 -6.3128755, 106.8247164 -6.3123636, 106.8250597 -6.3118944, 106.8261755 -6.3119371, 106.8266905 -6.3112973, 106.8270767 -6.3106574, 106.8272484 -6.3095057, 106.8272484 -6.3087806, 106.8263043 -6.30861, 106.8251455 -6.3085247, 106.8247593 -6.3084394, 106.8245018 -6.3074156, 106.8247593 -6.3069038, 106.8246306 -6.3063066, 106.8235148 -6.3062639, 106.8226135 -6.3063919, 106.8215407 -6.3065625, 106.8206824 -6.3063492, 106.8205107 -6.3057521, 106.8197382 -6.3055388, 106.8190516 -6.3053682, 106.8181074 -6.3051975, 106.8171204 -6.3050269, 106.8165625 -6.3049843, 106.8161787 -6.3050216))",Kebun Binatang Ragunan,
