WKT,nama,deskripsi
"POLYGON ((106.8903787 -6.3037209, 106.8900997 -6.3037156, 106.8897081 -6.3037369, 106.8893916 -6.3037849, 106.8893112 -6.3039822, 106.8893112 -6.3041795, 106.8893112 -6.3044034, 106.8893433 -6.3046167, 106.8893165 -6.3049366, 106.8892629 -6.3051926, 106.8892682 -6.3052672, 106.8894989 -6.3053365, 106.8894882 -6.3050486, 106.8894774 -6.3047767, 106.8894989 -6.3044727, 106.8895257 -6.3041742, 106.8895847 -6.3039929, 106.8898476 -6.3039929, 106.8900997 -6.3040195, 106.8903411 -6.3040409, 106.890486 -6.3040622, 106.890486 -6.3039769, 106.8904377 -6.3038596, 106.8904001 -6.3037743, 106.8903787 -6.3037209))",Taman Mini Indonesia Indah
,
